"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"M14"	-0.296812899105694	9.39039548280501e-18	-23.0069935892606	6.10598144376518e-27	1.09907665987773e-25	51.1625818951612
"M24"	0.302955700011201	6.47509630789954e-19	18.7961715021451	2.85293925238747e-23	2.56764532714872e-22	42.6271917832682
"M13"	-0.114504853471933	-6.15887067425794e-18	-3.59048451885738	0.000796271018102106	0.00477762610861264	-2.31457765929589
"M6"	-0.296867918485189	1.69557173085928e-18	-3.40365090151845	0.00138359298581796	0.00622616843618082	-2.84170536362085
"M15"	-0.171132392243859	-2.93638088381491e-18	-3.31605339004176	0.0017840418873629	0.00642255079450643	-3.08306499531466
"M3"	-0.0588051620219475	-8.89045781438114e-18	-2.5492969282467	0.0141787857137984	0.0425363571413951	-5.01364267815426
"M2"	-0.0444019438924304	-1.17455235352596e-17	-2.28915657090678	0.0266904502469635	0.0686325863493346	-5.58357455071163
"M5"	-0.064103055817569	-3.80073094910196e-18	-2.12392837970713	0.0390623241479312	0.0878902293328452	-5.92016515105017
"M23"	-0.0230790850980329	-2.55841595979566e-18	-1.65892214463936	0.103908402725338	0.179743674172283	-6.75253102599659
"M11"	0.0855355529387479	9.43255890062389e-18	1.63363310952164	0.109135490669281	0.179743674172283	-6.79267033116973
"M18"	0.03561487353491	-2.44848990619643e-18	1.63028498745472	0.109843356438617	0.179743674172283	-6.79794340508171
"M8"	-0.0762101549111556	1.89358921097295e-18	-1.15046283563529	0.255875303339022	0.383812955008532	-7.45080319774168
"M1"	-0.0207911481914561	1.6746406055849e-17	-0.502719954922951	0.617550071300084	0.855069329492423	-7.98818236120577
"M26"	0.0125664494014331	-8.78203759713259e-18	0.384513163094542	0.702363021647613	0.897256684593646	-8.04147816859414
"M10"	0.0151187823593873	1.86723707483615e-18	0.217125474135906	0.829066898340955	0.897256684593646	-8.09276860784886
"M21"	0.00827522798640486	5.86523258587644e-18	0.207800416588998	0.836298423678211	0.897256684593646	-8.09478898999672
"M16"	-0.0127966995665213	-1.76303319936948e-17	-0.186244360358861	0.853068784471488	0.897256684593646	-8.09912052927486
"M22"	0.0035377829270003	1.10829555409629e-18	0.129840232994881	0.897256684593646	0.897256684593646	-8.10821474751663
