"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"M14"	-0.316655822661413	9.39039548280501e-18	-24.5450871708204	3.83615246067676e-28	6.90507442921817e-27	53.9203936793039
"M3"	-0.147981321402385	-8.89045781438114e-18	-6.41522470337196	6.77859651218517e-08	6.10073686096665e-07	6.83441691715231
"M13"	-0.183429408875541	-6.15887067425794e-18	-5.75172521426985	6.72868653893983e-07	4.03721192336389e-06	4.54949459567558
"M5"	-0.164084310423132	-3.80073094910196e-18	-5.43661014482947	1.98375980854619e-06	8.92691913845784e-06	3.4774886133951
"M23"	-0.0704526596616141	-2.55841595979566e-18	-5.06412956860902	7.02571168641259e-06	2.52925620710853e-05	2.22811450245616
"M15"	-0.216543189453145	-2.93638088381491e-18	-4.19598398679151	0.000122116652739518	0.000366349958218555	-0.568961865004435
"M6"	-0.332079029916588	1.69557173085928e-18	-3.80735343622979	0.000412503024920755	0.00106072206408194	-1.74705860282969
"M11"	0.146634278591721	9.43255890062389e-18	2.8005502304965	0.00742529730423445	0.0167069189345275	-4.48414739961285
"M2"	-0.0501557060342683	-1.17455235352596e-17	-2.58579363811113	0.0129346723621696	0.0258693447243392	-4.99430041977021
"M8"	-0.126907381631566	1.89358921097295e-18	-1.91578440307736	0.061595002520307	0.110871004536553	-6.37889001416035
"M26"	0.0606439176519951	-8.78203759713259e-18	1.85560645285806	0.0698976408828964	0.114377957808376	-6.48644575573426
"M21"	-0.0622099893965701	5.86523258587644e-18	-1.56216381395682	0.125076323146237	0.187614484719356	-6.96770823303686
"M18"	0.031530534969233	-2.44848990619643e-18	1.44332276671908	0.155678523197768	0.215554878273833	-7.14150542798847
"M22"	0.0272095506307318	1.10829555409629e-18	0.998618192941474	0.3231832086501	0.415521268264414	-7.67792821409401
"M10"	-0.0479912475558257	1.86723707483615e-18	-0.689217036943614	0.494134943810744	0.592961932572893	-7.94030376706048
"M24"	-0.00676597840444768	6.47509630789954e-19	-0.419779163967229	0.676593191547559	0.761167340491004	-8.09175625452258
"M16"	-0.024262859372201	-1.76303319936948e-17	-0.35312392080179	0.725602243354929	0.768284728258161	-8.11796737279404
"M1"	-0.00126882738664119	1.6746406055849e-17	-0.0306796354267433	0.975657229932591	0.975657229932591	-8.18105045433665
