"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"M23"	-0.300007919346723	-2.55841595979566e-18	-21.5645368461282	9.46441623133353e-26	1.70359492164004e-24	48.4325124564777
"M24"	0.244252995382761	6.47509630789954e-19	15.1541007182149	1.52143104547596e-19	1.36928794092836e-18	33.9946206048767
"M26"	0.0527823542063459	-8.78203759713259e-18	1.61505524139094	0.1131106781573	0.678664068943798	-6.75722025020228
"M5"	0.0415830066214573	-3.80073094910196e-18	1.37777094633695	0.174913684644773	0.760247696755358	-7.1027537681003
"M3"	0.0292474704795834	-8.89045781438114e-18	1.26792417687346	0.211179915765377	0.760247696755358	-7.24563485901789
"M11"	0.0535255744270732	9.43255890062389e-18	1.02227842792866	0.311974193169236	0.877243945896783	-7.52470967821806
"M2"	-0.0186560160229789	-1.17455235352596e-17	-0.961816936875705	0.341150423404305	0.877243945896783	-7.5846484714304
"M15"	-0.0278211290473696	-2.93638088381491e-18	-0.539093435688415	0.592411780189781	0.9311006520672	-7.90422486264213
"M22"	0.0141869391685382	1.10829555409629e-18	0.52067510221411	0.605080530632421	0.9311006520672	-7.91412558438031
"M14"	-0.0053042888206513	9.39039548280501e-18	-0.411153758007177	0.682861427527919	0.9311006520672	-7.96595898249696
"M21"	0.0159697494617012	5.86523258587644e-18	0.401018630110898	0.690255743650612	0.9311006520672	-7.97014469056199
"M16"	-0.0252746045859647	-1.76303319936948e-17	-0.367848955112709	0.714666372282868	0.9311006520672	-7.98311775245927
"M1"	0.0135998145735202	1.6746406055849e-17	0.328836969772076	0.743765403884236	0.9311006520672	-7.99695125112531
"M8"	-0.0214164298313568	1.89358921097295e-18	-0.323300833356007	0.747926766943693	0.9311006520672	-7.99878942944732
"M6"	-0.024972530333025	1.69557173085928e-18	-0.286315125645474	0.775917210056	0.9311006520672	-8.01027240899391
"M13"	-0.00256045938929156	-6.15887067425794e-18	-0.0802873373456417	0.936355628413301	0.977441507438624	-8.04878001320344
"M10"	-0.00521910933154918	1.86723707483615e-18	-0.0749532311030417	0.94057564354844	0.977441507438624	-8.049202537108
"M18"	-0.000621081107477509	-2.44848990619643e-18	-0.0284302344782955	0.977441507438624	0.977441507438624	-8.05165684868897
