"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"M14"	-0.255093651472947	9.39039548280501e-18	-19.773190524342	3.53949158276175e-24	6.37108484897115e-23	44.8274780984252
"M2"	-0.0890527635283935	-1.17455235352596e-17	-4.59114401122385	3.39491001219098e-05	0.000251154619071081	0.891863606143231
"M13"	-0.14437975673986	-6.15887067425794e-18	-4.52726033606889	4.18591031785135e-05	0.000251154619071081	0.687009268412847
"M18"	0.0634449416522204	-2.44848990619643e-18	2.90421741366481	0.00563139204617202	0.0253412642077741	-4.01313910344654
"M5"	-0.0648969379221233	-3.80073094910196e-18	-2.15023209815704	0.0368057025070862	0.13250052902551	-5.7172116190786
"M26"	0.0670641723329137	-8.78203759713259e-18	2.05205593165443	0.0458575497540838	0.137572649262251	-5.90931540288392
"M24"	0.0250518513425916	6.47509630789954e-19	1.55428300000359	0.126943482807665	0.290186354823156	-6.76394527341195
"M11"	0.0809381155639755	9.43255890062389e-18	1.54582721295184	0.128971713254736	0.290186354823156	-6.77665799399481
"M23"	-0.0189177385403498	-2.55841595979566e-18	-1.35980500343832	0.180493276233792	0.347043602840507	-7.0403279612303
"M3"	-0.0299854937521028	-8.89045781438114e-18	-1.29991865485663	0.20007936369098	0.347043602840507	-7.11859459004749
"M1"	0.0518656983982876	1.6746406055849e-17	1.25408762040133	0.216120595018751	0.347043602840507	-7.17627765822197
"M21"	-0.048298442231718	5.86523258587644e-18	-1.21282899188267	0.231362401893671	0.347043602840507	-7.22655034335098
"M22"	0.0273363415467899	1.10829555409629e-18	1.00327154856626	0.320957522993847	0.444402724145326	-7.45730294226097
"M15"	-0.0246349693667064	-2.93638088381491e-18	-0.477354828100775	0.635360795562312	0.816892451437258	-7.84936926586704
"M6"	-0.0305251557406102	1.69557173085928e-18	-0.349977102226701	0.727946902708481	0.873536283250177	-7.90293495826358
"M16"	0.0154768999593505	-1.76303319936948e-17	0.225252247134759	0.822776787926857	0.925623886417714	-7.93947245814107
"M10"	-0.0015143164262105	1.86723707483615e-18	-0.0217475630124799	0.982743010849996	0.984221788068366	-7.96510486613451
"M8"	0.00131715798746725	1.89358921097295e-18	0.0198837191055155	0.984221788068366	0.984221788068366	-7.96514445604961
