"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"M14"	-0.258692933537862	9.39039548280501e-18	-20.052183316242	1.97981341226969e-24	3.56366414208544e-23	45.405601949581
"M24"	0.294590342551964	6.47509630789954e-19	18.2771626388863	8.94831462804185e-23	8.05348316523767e-22	41.561740717155
"M2"	-0.0735895182133819	-1.17455235352596e-17	-3.79393140030398	0.000429846540964634	0.0025790792457878	-1.58735519339179
"M5"	-0.0887248206951175	-3.80073094910196e-18	-2.93972201879241	0.00511617750502475	0.0230227987726114	-3.93767858827827
"M13"	-0.0905360271424693	-6.15887067425794e-18	-2.83890327787343	0.00670745887275044	0.0241468519419016	-4.18937295065149
"M1"	0.110848826127508	1.6746406055849e-17	2.6802712558695	0.0101632933975156	0.0304898801925469	-4.57275431763227
"M21"	-0.0948876205362773	5.86523258587644e-18	-2.38273641632241	0.0213550949329714	0.0549131012562122	-5.24738514574705
"M26"	0.0759187789116278	-8.78203759713259e-18	2.32299266762305	0.0246374889601862	0.0554343501604189	-5.3754591257551
"M18"	0.0452162747331748	-2.44848990619643e-18	2.06979294237467	0.0440913241803852	0.0881826483607704	-5.88909831467977
"M22"	0.0403606963439163	1.10829555409629e-18	1.48127862145944	0.145323106742253	0.261581592136056	-6.88560867723425
"M23"	-0.0155042408220994	-2.55841595979566e-18	-1.11444315605884	0.270855077677095	0.443217399835246	-7.35402950400639
"M15"	-0.0310723401766772	-2.93638088381491e-18	-0.602092553188735	0.550057166878874	0.82304605017448	-7.7951107302959
"M11"	0.0280727704316975	9.43255890062389e-18	0.536158423925336	0.594422147348236	0.82304605017448	-7.83313607141724
"M16"	0.0322199449325666	-1.76303319936948e-17	0.468932087025221	0.641324246943689	0.824559746070457	-7.86742362952095
"M3"	-0.00895269605471345	-8.89045781438114e-18	-0.388113556141368	0.699715227615283	0.83965827313834	-7.902624053093
"M6"	-0.0282274463828634	1.69557173085928e-18	-0.323633398377433	0.747676571179222	0.841136142576625	-7.92597609624019
"M10"	0.00999000671265644	1.86723707483615e-18	0.143469552808241	0.886543511396659	0.93869312971411	-7.96885704716096
"M8"	0.00443201344770765	1.89358921097295e-18	0.0669053456795574	0.94694585638171	0.94694585638171	-7.97707332859242
